Time,Injection_Pressure,Mold_Temperature,Fill_Rate,Spike_Count,Heater_Energy_kJ,Pump_Energy_kJ,Cooling_Load_kJ,Total_Cycle_Energy_kJ,thermal_sensor,force_sensor
0.0,80.24835707650561,223.4198066309758,31.41287065962604,250,1.2716605496144804,0.9952348833514216,0.8308791048033293,3.147774537769231,181.4901424590337,62.798710873172006
0.1001001001001001,80.03096126294177,223.27723980567825,31.65682142936863,248,1.4006124407585638,1.0137979002040696,0.8159520521167722,3.2799623930794057,179.9625531921758,61.8484762263968
0.2002002002002002,80.52399097988457,223.0172879292536,31.427801716516377,232,1.3572013059969632,1.0440685984424378,0.8315826541293406,3.279252558568741,182.6976234678764,60.11609630730569
0.3003003003003003,81.0616347199822,222.80456636428588,31.65015254054392,267,1.315182630749298,1.087644563235083,0.8478375839863777,3.3040647779707584,185.7005905528999,58.69900694079225
0.4004004004004004,80.28289590100489,223.2070625081405,31.0428596730394,271,1.3835861001650525,1.0199116552422118,0.8301386986907323,3.2878364540979965,180.805581167478,61.38379089981518
0.5005005005005005,80.3825966023406,223.11428888867889,31.9109680117926,263,1.2399449961784506,0.950418903934052,0.8487730271599796,3.091736927272482,181.181633855705,60.767198543447606
0.6006006006006006,81.38876372134156,223.26314877608735,31.84983145514993,250,1.249780487313891,1.0676807497081164,0.8529639503392746,3.2204251873612817,186.9970158751036,61.76191856233593
0.7007007007007008,81.08212677598645,223.18318983121716,31.54454492590017,237,1.2070175625463513,1.062076445411044,0.8645449524317569,3.1810389603891527,184.9362099641712,61.231602300875366
0.8008008008008008,80.56264440228269,223.30525172518995,32.15542226995907,234,1.2815555316197853,0.9251576446401606,0.8783996042407394,3.131912780500685,181.59907327847387,62.04851455447796
0.9009009009009008,81.16731422005604,222.827263331943,32.285389848274946,249,1.3222212429949525,1.0244790501966845,0.8408220125501947,3.237322305741831,185.00769653719487,58.865514853075894
1.001001001001001,80.76261883528126,223.3802007205645,31.284252998147576,245,1.3220439324994389,0.9435433838071102,0.8009073052072636,3.1154946215138124,182.36107998907937,62.555777409880335
1.1011011011011012,80.85935777390787,223.04111189409903,31.63736429018986,221,1.3226726550234893,0.9902048762205284,0.8287702127777216,3.18584774402174,182.72412496752307,60.299622713253044
1.2012012012012012,81.31066100595189,223.6009610083275,31.64822294060944,230,1.2474519634883332,0.9801021976756676,0.8421247600471805,3.115678921211181,185.21571498744956,64.03681231838476
1.3013013013013013,80.33002015812016,222.76787870260765,31.59158063377196,233,1.3539971306437393,1.06178331554458,0.7832305734225102,3.245611019610829,179.11690297359837,58.488217719365785
1.4014014014014016,80.5206660967103,223.4913784336421,32.309219603435366,242,1.3294382680801602,1.0279241730954505,0.8821340709040008,3.2878965120796115,180.04717671070267,63.31726257407992
1.5015015015015016,81.1978916412123,223.02561912093523,31.90800388618884,255,1.351780809677976,0.960512016527048,0.8433481947381198,3.2066410209431435,183.8983950781337,60.21834034034278
1.6016016016016017,81.06793745916293,222.76617986176896,31.886042654528527,277,1.2191927904293425,1.0682750479845189,0.8497391246227155,3.1926069630365768,182.90810337234018,58.4953123754784
1.7017017017017018,81.82616331761854,222.81150213833476,31.19482177518517,230,1.3296320536315631,0.9556143620740536,0.8794003002907922,3.2106467159964085,187.24856076929586,58.80445598358561
1.8018018018018016,81.30904531479608,222.85533006525364,32.25325186931138,245,1.2548883883303918,1.0417418707827315,0.8196617052914905,3.165291964404614,183.9387236682775,59.104066065372194
1.901901901901902,81.15021659122081,223.07315467866357,31.50429659109274,255,1.2954996107657497,0.9839003329003057,0.8564407219625115,3.186840665628567,182.78048991302072,60.56408371175144
2.002002002002002,82.6817599058294,223.096931000094,32.02308482312313,257,1.342202899932289,1.0124431854967917,0.835994869307224,3.2420409547363045,191.76645420296967,60.7308766293366
2.1021021021021022,81.92783334099634,222.7618512169674,32.10737169925952,268,1.3183639363976325,1.0529248707659045,0.8327629476404246,3.257651754803961,187.04166227844695,58.505727010092876
2.2022022022022023,82.1654536671471,222.92024172359564,32.536193272979204,233,1.2720242096290122,1.0547342846215648,0.8155949535366556,3.188953447787233,188.2683110637434,59.57081180427358
2.3023023023023024,81.50942919005706,223.56352275323272,31.462114392843716,236,1.3181312715753843,1.0928861704380262,0.8906586646702941,3.3488761066837047,184.13534570674392,63.86893360037681
2.4024024024024024,82.03883516757867,223.432105474288,30.7697598847527,229,1.240583761609258,1.024042655686742,0.8290313152205969,3.139457732516597,187.11731203556255,63.002834599489965
2.5025025025025025,82.4547848401004,223.03744853631045,32.04124352035358,247,1.3727006124764671,1.0451416825085686,0.8600962730158025,3.327338568000838,189.42098269802713,60.382240254751316
2.6026026026026026,81.91116215229741,222.91037015611403,32.67627278325736,233,1.3042876498057574,1.0057577824889734,0.7824808888441841,3.139126321138915,185.96975344939347,59.545939845073036
2.702702702702703,82.7608467233409,222.92710571278388,32.43824760489881,259,1.3705630257766857,1.0401428810245037,0.8741809730290453,3.3366868798302347,190.88099293130972,59.66883710804737
2.802802802802803,82.35798591623636,223.06698922239207,32.01138181034107,243,1.2890083617571582,1.051406246065371,0.870767302345888,3.259781910168417,188.27967504607008,60.61316007089872
2.902902902902903,82.59670051696965,222.5676447083942,31.713974440128325,278,1.2866594241216418,1.0254713096951598,0.8406259574341017,3.208356691250904,189.53061299025174,57.29640351929239
3.0030030030030037,82.52483703684543,222.78853014250467,32.214865942346144,261,1.275733311380631,0.9399118239427569,0.8315573164433763,3.099402451766764,188.92097302805945,58.781621935981086
3.1031031031031038,83.8338398840501,222.35614136142416,31.4822803153799,243,1.3555894033917746,1.051908904352745,0.8490684242526795,3.305166731997199,196.59950748058822,55.91212227844807
3.2032032032032034,82.98179725721518,222.9671707587551,32.040236018383226,255,1.2793642959273517,1.0501552628966335,0.907565232102674,3.2880847909266597,191.31483004768035,59.99918859112047
3.3033033033033035,82.53933771012566,223.03196453393448,32.028207156969955,250,1.3473895942904313,0.9961486770231052,0.7861987926346988,3.179737063948235,188.49079515725776,60.44513033101334
3.4034034034034035,83.55788324123631,222.68296739676936,32.224782653757075,247,1.2942922171003826,0.9700121811613196,0.861509723817532,3.175214122079234,194.4360164641281,58.132913730708815
3.503503503503504,82.61334544751911,223.28995359148013,32.877618550859374,242,1.2176516029628195,1.1042473393152747,0.8125213417098234,3.1828202839879176,188.60604373542014,62.19436862469804
3.603603603603604,83.40406351068575,222.43957975282964,31.90217731027334,259,1.283682195374825,1.0581885295874631,0.8367211873694971,3.230391912331785,193.1909907309271,56.54054082295368
3.703703703703704,82.39433863973767,222.35726758600305,31.51150814356721,243,1.2528309272118727,1.0181233030128651,0.8296353991856493,3.149189629410387,186.97674182209144,56.00757664281448
3.803803803803804,82.78327033801727,222.85290597814836,31.67319997961148,232,1.3159596660748585,0.9742814371946948,0.8257091702005124,3.162350273470066,189.15796955868848,59.32807031859668
3.903903903903904,83.61760197996048,223.0884111932148,30.9426174457956,274,1.2559216691823494,0.9933796664987746,0.8389512797080627,3.1430526153891867,194.01520809442542,60.914798633172424
